subject,relation,object,question,label
Million Dollar Baby,form of creative work,song,What is the form of creative work of Million Dollar Baby?,song
Laugh Now Cry Later,distribution format,music download,What is the distribution format of Laugh Now Cry Later?,music download
Ice Cream,follows,How You Like That,What does Ice Cream follow?,How You Like That
Ice Cream,distributed by,iTunes,What was Ice Cream distributed by?,iTunes
Je t'aime,form of creative work,single,What is the form of creative work of Je t'aime?,single
Ice Cream,genre,K-pop,What is the genre of Ice Cream?,K-pop
Je t'aime,record label,Polydor Records,What is the record label of Je t'aime?,Polydor Records
Je t'aime,composer,Rick Allison,Who is the composer of Je t'aime?,Rick Allison
Je t'aime,producer,Rick Allison,Who is the producer of Je t'aime?,Rick Allison
Je t'aime,lyricist,Lara Fabian,Who is the lyricist of Je t'aime?,Lara Fabian
The Baddest,follows,Pop/Stars,What does The Baddest follow?,Pop/Stars
The Baddest,followed by,More,What was The Baddest followed by?,More
The Baddest,distributed by,iTunes,What was The Baddest distributed by?,iTunes
The Baddest,record label,Riot Games,What is the record label of The Baddest?,Riot Games
Plastic Love,country of origin,Japan,What is the country of origin of Plastic Love?,Japan
The Baddest,distribution format,music download,What is the distribution format of The Baddest?,music download
Plastic Love,language of work or name,Japanese,What is the language of work or name of Plastic Love?,Japanese
Les gens qui doutent,performer,Coline Rio,Who does Les gens qui doutent performer?,Coline Rio
Plastic Love,lyricist,Mariya Takeuchi,Who is the lyricist of Plastic Love?,Mariya Takeuchi
Plastic Love,performer,Mariya Takeuchi,Who does Plastic Love performer?,Mariya Takeuchi
Plastic Love,distributed by,Apple Music,What was Plastic Love distributed by?,Apple Music
Oida,country of origin,Russia,What is the country of origin of Oida?,Russia
Plastic Love,record label,Warner Music Japan,What is the record label of Plastic Love?,Warner Music Japan
Chain My Heart,lyricist,Bebe Rexha,Who is the lyricist of Chain My Heart?,Bebe Rexha
Oida,record label,ONErpm,What is the record label of Oida?,ONErpm
The Baddest,genre,pop music,What is the genre of The Baddest?,pop music
Chain My Heart,distribution format,music download,What is the distribution format of Chain My Heart?,music download
Motivation,producer,Ilya Salmanzadeh,Who is the producer of Motivation?,Ilya Salmanzadeh
Plastic Love,genre,city pop,What is the genre of Plastic Love?,city pop
Chain My Heart,record label,Virgin Records,What is the record label of Chain My Heart?,Virgin Records
Motivation,follows,Dancing with a Stranger,What does Motivation follow?,Dancing with a Stranger
Oida,performer,Oxxxymiron,What does Oida performer?,Oxxxymiron
Motivation,composer,Karl Martin,Who is the composer of Motivation?,Karl Martin
Oida,language of work or name,Russian,What is the language of work or name of Oida?,Russian
Motivation,genre,pop music,What is the genre of Motivation?,pop music
Motivation,record label,RCA Records,What is the record label of Motivation?,RCA Records
Chain My Heart,genre,dance music,What is the genre of Chain My Heart?,dance music
Chain My Heart,producer,Topic,What is the producer of Chain My Heart?,Topic
Chain My Heart,language of work or name,English,What is the language of work or name of Chain My Heart?,English
Numb,language of work or name,English,What is the language of work or name of Numb?,English
In The Middle Of The Sea,record label,SS production,What is the record label of In The Middle Of The Sea?,SS production
In The Middle Of The Sea,genre,pop music,What is the genre of In The Middle Of The Sea?,pop music
In The Middle Of The Sea,language of work or name,Azerbaijani,What is the language of work or name of In The Middle Of The Sea?,Azerbaijani
You Don't Know Me,record label,Polydor Records,What is the record label of You Don't Know Me?,Polydor Records
La kiffance,performer,Naps,What does La kiffance performer?,Naps
You Don't Know Me,followed by,Instruction,What was You Don't Know Me followed by?,Instruction
You Don't Know Me,producer,Jax Jones,Who is the producer of You Don't Know Me?,Jax Jones
Come,followed by,Heads Up,What was Come followed by?,Heads Up
Come,genre,pop music,What is the genre of Come?,pop music
Zaketa Na Pareis,distribution format,music download,What is the distribution format of Zaketa Na Pareis?,music download
La kiffance,genre,French hip hop,What is the genre of La kiffance?,French hip hop
Zaketa Na Pareis,record label,Minos EMI,What is the record label of Zaketa Na Pareis?,Minos EMI
Zaketa Na Pareis,lyricist,Gerasimos Evangelatos,Who is the lyricist of Zaketa Na Pareis?,Gerasimos Evangelatos
Zaketa Na Pareis,language of work or name,Greek,What is the language of work or name of Zaketa Na Pareis?,Greek
Zaketa Na Pareis,composer,Themis Caramouratidis,Who is the composer of Zaketa Na Pareis?,Themis Caramouratidis
Requiem,distributed by,iTunes,What was Requiem distributed by?,iTunes
Zaketa Na Pareis,performer,Eleni Tsaligopoulou,Who does Zaketa Na Pareis performer?,Eleni Tsaligopoulou
Requiem,distribution format,music download,What is the distribution format of Requiem?,music download
Requiem,record label,Warner Music Group,What is the record label of Requiem?,Warner Music Group
Requiem,lyricist,Nazim,Who is the lyricist of Requiem?,Nazim
Green Green Grass,genre,disco,What is the genre of Green Green Grass?,disco
Requiem,composer,Nazim,Who is the composer of Requiem?,Nazim
Green Green Grass,performer,George Ezra,Who does Green Green Grass performer?,George Ezra
Requiem,genre,French pop,What is the genre of Requiem?,French pop
Middle,follows,Lean On,What does Middle follow?,Lean On
Middle,distribution format,music download,What is the distribution format of Middle?,music download
City Lights,distributed by,iTunes,What was City Lights distributed by?,iTunes
Middle,followed by,Talk,What was Middle followed by?,Talk
Mask,published in,YouTube,What was Mask published in?,YouTube
Mask,language of work or name,English,What is the language of work or name of Mask?,English
Mask,performer,Dream,What does Mask performer?,Dream
Mask,lyricist,Dream,What is the lyricist of Mask?,Dream
City Lights,language of work or name,English,What is the language of work or name of City Lights?,English
City Lights,genre,indie pop,What is the genre of City Lights?,indie pop
Tvoi glaza,producer,Natella Krapivina,Who is the producer of Tvoi glaza?,Natella Krapivina
Tvoi glaza,performer,Svetlana Loboda,Who does Tvoi glaza performer?,Svetlana Loboda
Tvoi glaza,form of creative work,single,What is the form of creative work of Tvoi glaza?,single
Tvoi glaza,genre,pop music,What is the genre of Tvoi glaza?,pop music
Mask,distribution format,music download,What is the distribution format of Mask?,music download
Tvoi glaza,language of work or name,Russian,What is the language of work or name of Tvoi glaza?,Russian
Tvoi glaza,record label,Sony Music,What is the record label of Tvoi glaza?,Sony Music
Mask,genre,acoustic music,What is the genre of Mask?,acoustic music
No Promises,distributed by,iTunes,What was No Promises distributed by?,iTunes
Passionfruit,performer,Drake,Who does Passionfruit performer?,Drake
Passionfruit,lyricist,Drake,Who is the lyricist of Passionfruit?,Drake
Mask,publisher,Dream,What is the publisher of Mask?,Dream
No Promises,distribution format,music download,What is the distribution format of No Promises?,music download
Passionfruit,record label,OVO Sound,What is the record label of Passionfruit?,OVO Sound
No Promises,language of work or name,English,What is the language of work or name of No Promises?,English
No Promises,follows,Shed a Light,What does No Promises follow?,Shed a Light
Uptown Funk,followed by,Anywhere in the World,What was Uptown Funk followed by?,Anywhere in the World
Uptown Funk,producer,Mark Ronson,Who is the producer of Uptown Funk?,Mark Ronson
Uptown Funk,follows,Anywhere in the World,What does Uptown Funk follow?,Anywhere in the World
Uptown Funk,record label,Sony Music,What is the record label of Uptown Funk?,Sony Music
Uptown Funk,distribution format,music download,What is the distribution format of Uptown Funk?,music download
Uptown Funk,language of work or name,English,What is the language of work or name of Uptown Funk?,English
Living for Love,language of work or name,English,What is the language of work or name of Living for Love?,English
Living for Love,record label,Interscope Records,What is the record label of Living for Love?,Interscope Records
Living for Love,follows,Turn Up the Radio,What does Living for Love follow?,Turn Up the Radio
Living for Love,distribution format,compact disc,What is the distribution format of Living for Love?,compact disc
Say You Love Me,record label,Island Records,What is the record label of Say You Love Me?,Island Records
Living for Love,genre,electronic dance music,What is the genre of Living for Love?,electronic dance music
Say You Love Me,performer,Jessie Ware,Who does Say You Love Me performer?,Jessie Ware
Sugar,record label,Interscope Records,What is the record label of Sugar?,Interscope Records
Say You Love Me,tonality,G major,What is the tonality of Say You Love Me?,G major
Say You Love Me,distributed by,Google Play Music,What was Say You Love Me distributed by?,Google Play Music
Say You Love Me,distribution format,music download,What is the distribution format of Say You Love Me?,music download
Sugar,distribution format,music download,What is the distribution format of Sugar?,music download
I Really Want to Stay at Your House,record label,Lakeshore Records,What is the record label of I Really Want to Stay at Your House?,Lakeshore Records
Love Me Like You Do,language of work or name,English,What is the language of work or name of Love Me Like You Do?,English
I Really Want to Stay at Your House,language of work or name,English,What is the language of work or name of I Really Want to Stay at Your House?,English
Love Me Like You Do,performer,Ellie Goulding,Who does Love Me Like You Do performer?,Ellie Goulding
I Really Want to Stay at Your House,distribution format,music download,What is the distribution format of I Really Want to Stay at Your House?,music download
Love Me Like You Do,distribution format,music download,What is the distribution format of Love Me Like You Do?,music download
Love Me Like You Do,follows,Outside,What does Love Me Like You Do follow?,Outside
Sugar,followed by,This Summer's Gonna Hurt,When was Sugar followed by?,This Summer's Gonna Hurt
Sugar,follows,Animals,What does Sugar follow?,Animals
Sugar,producer,Ammo,What is the producer of Sugar?,Ammo
Rearview Mirror,language of work or name,English,What is the language of work or name of Rearview Mirror?,English
Rearview Mirror,performer,Greyson Chance,Who does Rearview Mirror performer?,Greyson Chance
Sugar,performer,Maroon 5,What does Sugar performer?,Maroon 5
Rearview Mirror,distribution format,music download,What is the distribution format of Rearview Mirror?,music download
Rearview Mirror,genre,indie pop,What is the genre of Rearview Mirror?,indie pop
Sugar,genre,pop rock,What is the genre of Sugar?,pop rock
I'm Alive,language of work or name,English,What is the language of work or name of I'm Alive?,English
Ghosttown,record label,Interscope Records,What is the record label of Ghosttown?,Interscope Records
Ghosttown,distribution format,compact disc,What is the distribution format of Ghosttown?,compact disc
Ghosttown,tonality,F major,What is the tonality of Ghosttown?,F major
Ghosttown,language of work or name,English,What is the language of work or name of Ghosttown?,English
Ghosttown,genre,pop music,What is the genre of Ghosttown?,pop music
Ghosttown,director,Jonas Åkerlund,Who is the director of Ghosttown?,Jonas Åkerlund
Band 4 Band,record label,Columbia Records,What is the record label of Band 4 Band?,Columbia Records
Ghosttown,follows,Living for Love,What does Ghosttown follow?,Living for Love
Malas Intenciones,distribution format,music download,What is the distribution format of Malas Intenciones?,music download
Malas Intenciones,record label,ginTONIC Records,What is the record label of Malas Intenciones?,ginTONIC Records
Ghosttown,contributor to the creative work or subject,Jason Evigan,Who is the contributor to the creative work or subject of Ghosttown?,Jason Evigan
Malas Intenciones,followed by,Amor Sin Escalas,Who was Malas Intenciones followed by?,Amor Sin Escalas
On tha linë,record label,Geffen Records,What is the record label of On tha linë?,Geffen Records
Malas Intenciones,producer,Germán Ceballos,Who is the producer of Malas Intenciones?,Germán Ceballos
Malas Intenciones,language of work or name,Spanish,What is the language of work or name of Malas Intenciones?,Spanish
Shusha (song),country of origin,Azerbaijan,What is the country of origin of Shusha (song)?,Azerbaijan
Shusha (song),composer,Aisel,Who is the composer of Shusha (song)?,Aisel
On tha linë,language of work or name,American English,What is the language of work or name of On tha linë?,American English
Shusha (song),publisher,beat music,What is the publisher of Shusha (song)?,beat music
On tha linë,performer,Yeat,What does On tha linë performer?,Yeat
Shusha (song),record label,SS production,What is the record label of Shusha (song)?,SS production
Shinigami Eyes,record label,Columbia Records,What is the record label of Shinigami Eyes?,Columbia Records
Shinigami Eyes,performer,Grimes,Who does Shinigami Eyes performer?,Grimes
Shusha (song),main subject,Shusha,What is the main subject of Shusha (song)?,Shusha
Kiki,record label,Nippon Columbia,What is the record label of Kiki?,Nippon Columbia
Kiki,performer,Julien Doré,Who does Kiki performer?,Julien Doré
Shusha (song),performer,Aisel,Who does Shusha (song) performer?,Aisel
Shusha (song),genre,pop music,What is the genre of Shusha (song)?,pop music
Shinigami Eyes,language of work or name,English,What is the language of work or name of Shinigami Eyes?,English
Le Monde de demain,record label,Epic Records,What is the record label of Le Monde de demain?,Epic Records
Le Monde de demain,distribution format,compact disc,What is the distribution format of Le Monde de demain?,compact disc
Kiki,genre,synth-pop,What is the genre of Kiki?,synth-pop
Happy Now,followed by,365,What was Happy Now followed by?,365
Happy Now,record label,Interscope Records,What is the record label of Happy Now?,Interscope Records
Le Monde de demain,genre,French hip hop,What is the genre of Le Monde de demain?,French hip hop
Happy Now,follows,The Middle,What does Happy Now follow?,The Middle
Happy Now,genre,pop music,What is the genre of Happy Now?,pop music
Wah Gwan Delilah,form of creative work,song,What is the form of creative work of Wah Gwan Delilah?,song
My Mind & Me,record label,Interscope Records,What is the record label of My Mind & Me?,Interscope Records
My Mind & Me,performer,Selena Gomez,Who does My Mind & Me performer?,Selena Gomez
My Mind & Me,followed by,Single Soon,What was My Mind & Me followed by?,Single Soon
My Mind & Me,language of work or name,English,What is the language of work or name of My Mind & Me?,English
My Mind & Me,distribution format,digital distribution,What is the distribution format of My Mind & Me?,digital distribution
Adequately,country of origin,Russia,What is the country of origin of Adequately?,Russia
Adequately,language of work or name,Russian,What is the language of work or name of Adequately?,Russian
Adequately,lyricist,Michael Fenichev,Who is the lyricist of Adequately?,Michael Fenichev
Say My Name,language of work or name,English,What is the language of work or name of Say My Name?,English
Say My Name,producer,David Guetta,Who is the producer of Say My Name?,David Guetta
Adequately,record label,Snegiri-Music,What is the record label of Adequately?,Snegiri-Music
Say My Name,follows,I'm a Mess,What does Say My Name follow?,I'm a Mess
Say My Name,followed by,Last Hurrah,What was Say My Name followed by?,Last Hurrah
Nothing Breaks Like a Heart,lyricist,Miley Cyrus,Who is the lyricist of Nothing Breaks Like a Heart?,Miley Cyrus
Say My Name,genre,dance-pop,What is the genre of Say My Name?,dance-pop
Nothing Breaks Like a Heart,genre,country music,What is the genre of Nothing Breaks Like a Heart?,country music
Nothing Breaks Like a Heart,followed by,Late Night Feelings,What was Nothing Breaks Like a Heart followed by?,Late Night Feelings
Nothing Breaks Like a Heart,language of work or name,English,What is the language of work or name of Nothing Breaks Like a Heart?,English
Nothing Breaks Like a Heart,record label,RCA Records,What is the record label of Nothing Breaks Like a Heart?,RCA Records
Nothing Breaks Like a Heart,distribution format,music download,What is the distribution format of Nothing Breaks Like a Heart?,music download
