subject,relation,object,question,label
John Rylands Library,founded by,Enriqueta Augustina Rylands,Who was John Rylands Library founded by?,Enriqueta Augustina Rylands
Alexanderplatz,named after,Alexander I of Russia,Who was Alexanderplatz named after?,Alexander I of Russia
Linköping Cathedral,architect,Helgo Zettervall,Who does Linköping Cathedral architect?,Helgo Zettervall
Linköping Cathedral,named after,Saint Peter,Who was Linköping Cathedral named after?,Saint Peter
Statue of Liberty,offers view on,Lower Manhattan,What does Statue of Liberty offer view on?,Lower Manhattan
Statue of Liberty,collection,Statue of Liberty National Monument,What is the collection of Statue of Liberty?,Statue of Liberty National Monument
Alexanderplatz,country,Germany,What is the country of Alexanderplatz?,Germany
Statue of Liberty,copyright status,public domain,What is the copyright status of Statue of Liberty?,public domain
Statue of Liberty,fabrication method,repoussé,What is the fabrication method of Statue of Liberty?,repoussé
Linköping Cathedral,religion or worldview,Church of Sweden,What is the religion or worldview of Linköping Cathedral?,Church of Sweden
Linköping Cathedral,operator,Linköping Castle and Cathedral Museum,What is the operator of Linköping Cathedral?,Linköping Castle and Cathedral Museum
Arkansas Museum of Fine Arts,named after,Arkansas,What was Arkansas Museum of Fine Arts named after?,Arkansas
Arkansas Museum of Fine Arts,main building contractor,Works Progress Administration,What is the main building contractor of Arkansas Museum of Fine Arts?,Works Progress Administration
Skorba Temples,country,Malta,What is the country of Skorba Temples?,Malta
Skorba Temples,owned by,Heritage Malta,What was Skorba Temples owned by?,Heritage Malta
Linköping Cathedral,diocese,Diocese of Linköping,What is the diocese of Linköping Cathedral?,Diocese of Linköping
Linköping Cathedral,located in the religious territorial entity,Diocese of Linköping,What is the located in the religious territorial entity of Linköping Cathedral?,Diocese of Linköping
Arkansas Museum of Fine Arts,architect,Studio Gang Architects,What does Arkansas Museum of Fine Arts architect?,Studio Gang Architects
Rothenburg ob der Tauber,located in the administrative territorial entity,Ansbach,What is the located in the administrative territorial entity of Rothenburg ob der Tauber?,Ansbach
Linköping Cathedral,location,Linköping,What is the location of Linköping Cathedral?,Linköping
Arkansas Museum of Fine Arts,accredited by,American Alliance of Museums,What was Arkansas Museum of Fine Arts accredited by?,American Alliance of Museums
Rothenburg ob der Tauber,country,Germany,What is the country of Rothenburg ob der Tauber?,Germany
Arkansas Museum of Fine Arts,significant event,groundbreaking ceremony,What is the significant event of Arkansas Museum of Fine Arts?,groundbreaking ceremony
Rothenburg ob der Tauber,located in or next to body of water,Tauber,Who is the located in or next to body of water of Rothenburg ob der Tauber?,Tauber
Kalmar Cathedral,architect,Nicodemus Tessin the Elder,Who does Kalmar Cathedral architect?,Nicodemus Tessin the Elder
Meiji Shrine,architect,Itō Chūta,Who does Meiji Shrine architect?,Itō Chūta
Kalmar Cathedral,architectural style,baroque architecture,What is the architectural style of Kalmar Cathedral?,baroque architecture
Kalmar Cathedral,diocese,Diocese of Växjö,What is the diocese of Kalmar Cathedral?,Diocese of Växjö
Meiji Shrine,country,Japan,What is the country of Meiji Shrine?,Japan
Kalmar Cathedral,made from material,dimension stone,What is the made from material of Kalmar Cathedral?,dimension stone
Rysy,located in protected area,Tatra National Park,What is the located in protected area of Rysy?,Tatra National Park
Arkansas State Capitol,named after,Arkansas,What was Arkansas State Capitol named after?,Arkansas
Arkansas State Capitol,owned by,Arkansas General Assembly,What was Arkansas State Capitol owned by?,Arkansas General Assembly
Rysy,made from material,granite,What is the made from material of Rysy?,granite
Arkansas State Capitol,architect,George R. Mann,Who does Arkansas State Capitol architect?,George R. Mann
Temple of the Tooth,religion or worldview,Buddhism,What is the religion or worldview of Temple of the Tooth?,Buddhism
Colosseum,founded by,Vespasian,What was Colosseum founded by?,Vespasian
Colosseum,architectural style,ancient Roman architecture,What is the architectural style of Colosseum?,ancient Roman architecture
Temple of the Tooth,country,Sri Lanka,What is the country of Temple of the Tooth?,Sri Lanka
Colosseum,located in the administrative territorial entity,Roma Capitale,What is the located in the administrative territorial entity of Colosseum?,Roma Capitale
Mariestad Cathedral,religion or worldview,Church of Sweden,What is the religion or worldview of Mariestad Cathedral?,Church of Sweden
Mariestad Cathedral,occupant,Mariestads,What is the occupant of Mariestad Cathedral?,Mariestads
Mariestad Cathedral,architectural style,Gothic architecture,What is the architectural style of Mariestad Cathedral?,Gothic architecture
Stourhead,architect,Colen Campbell,Who does Stourhead architect?,Colen Campbell
Stourhead,architectural style,Palladian architecture,What is the architectural style of Stourhead?,Palladian architecture
Stourhead,maintained by,National Trust,What was Stourhead maintained by?,National Trust
Berlin Cathedral,country,Germany,What is the country of Berlin Cathedral?,Germany
Stourhead,operator,National Trust,What is the operator of Stourhead?,National Trust
Stourhead,occupant,Henry Hoare,Who is the occupant of Stourhead?,Henry Hoare
Stourhead,country,United Kingdom,What is the country of Stourhead?,United Kingdom
Colosseum,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Colosseum?,Brockhaus and Efron Encyclopedic Dictionary
Colosseum,Wi-Fi access,gratis,What is the Wi-Fi access of Colosseum?,gratis
Stourhead,owned by,National Trust,What was Stourhead owned by?,National Trust
Colosseum,uses,digital library,What does Colosseum use?,digital library
Strängnäs Cathedral,made from material,brick,What is the made from material of Strängnäs Cathedral?,brick
Strängnäs Cathedral,named after,Saint Peter,Who was Strängnäs Cathedral named after?,Saint Peter
Strängnäs Cathedral,religion or worldview,Lutheranism,What is the religion or worldview of Strängnäs Cathedral?,Lutheranism
Berlin Cathedral,architect,Julius Carl Raschdorff,Who does Berlin Cathedral architect?,Julius Carl Raschdorff
Strängnäs Cathedral,diocese,Lutheran Diocese of Strängnäs,What is the diocese of Strängnäs Cathedral?,Lutheran Diocese of Strängnäs
Strängnäs Cathedral,architectural style,Brick Gothic,What is the architectural style of Strängnäs Cathedral?,Brick Gothic
Berlin Cathedral,commissioned by,Wilhelm II,Who was Berlin Cathedral commissioned by?,Wilhelm II
Berlin Cathedral,religion or worldview,Protestant Church in Germany,What is the religion or worldview of Berlin Cathedral?,Protestant Church in Germany
Berlin Cathedral,heritage designation,architectural heritage monument,What is the heritage designation of Berlin Cathedral?,architectural heritage monument
Västerås Cathedral,made from material,brick,What is the made from material of Västerås Cathedral?,brick
Sacro Monte di Varese,sponsor,Antonio Bernocchi,Who does Sacro Monte di Varese sponsor?,Antonio Bernocchi
Västerås Cathedral,named after,Mary,Who was Västerås Cathedral named after?,Mary
Sacro Monte di Varese,diocese,Roman Catholic Archdiocese of Milan,What is the diocese of Sacro Monte di Varese?,Roman Catholic Archdiocese of Milan
Sequoia National Park,highest point,Mount Whitney,What is the highest point of Sequoia National Park?,Mount Whitney
Västerås Cathedral,religion or worldview,Lutheranism,What is the religion or worldview of Västerås Cathedral?,Lutheranism
Sequoia National Park,operator,National Park Service,What is the operator of Sequoia National Park?,National Park Service
Sequoia National Park,located in the administrative territorial entity,Tulare County,What is the located in the administrative territorial entity of Sequoia National Park?,Tulare County
Millesgården,location,Lidingö,What is the location of Millesgården?,Lidingö
Machu Picchu,discoverer or inventor,Hiram Bingham III,Who is the discoverer or inventor of Machu Picchu?,Hiram Bingham III
Machu Picchu,country,Peru,What is the country of Machu Picchu?,Peru
Berlin Zoological Garden,owned by,Berlin,What was Berlin Zoological Garden owned by?,Berlin
Berlin Zoological Garden,headquarters location,Berlin,What is the headquarters location of Berlin Zoological Garden?,Berlin
Västerås Cathedral,location,Västerås,What is the location of Västerås Cathedral?,Västerås
Machu Picchu,location,Aguas Calientes,What is the location of Machu Picchu?,Aguas Calientes
Västerås Cathedral,diocese,Diocese of Västerås,What is the diocese of Västerås Cathedral?,Diocese of Västerås
Canaima National Park,heritage designation,World Heritage Site,What is the heritage designation of Canaima National Park?,World Heritage Site
Berlin Zoological Garden,sponsor,William Schoenlank,Who does Berlin Zoological Garden sponsor?,William Schoenlank
Grand Canal,located in the administrative territorial entity,Venice,What is the located in the administrative territorial entity of Grand Canal?,Venice
Parthenon,location,Athens,What is the location of Parthenon?,Athens
Parthenon,heritage designation,World Heritage Site,What is the heritage designation of Parthenon?,World Heritage Site
Kaufhaus des Westens,architectural style,neoclassicism,What is the architectural style of Kaufhaus des Westens?,neoclassicism
Kaufhaus des Westens,architect,Johann Emil Schaudt,Who does Kaufhaus des Westens architect?,Johann Emil Schaudt
Kaufhaus des Westens,founded by,Adolf Jandorf,Who was Kaufhaus des Westens founded by?,Adolf Jandorf
Zwinger,owned by,Augustus II the Strong,Who was Zwinger owned by?,Augustus II the Strong
Kaufhaus des Westens,headquarters location,Berlin,What is the headquarters location of Kaufhaus des Westens?,Berlin
Zwinger,architect,Matthäus Daniel Pöppelmann,Who does Zwinger architect?,Matthäus Daniel Pöppelmann
Zwinger,commissioned by,Augustus II the Strong,Who was Zwinger commissioned by?,Augustus II the Strong
Kaufhaus des Westens,country,Germany,What is the country of Kaufhaus des Westens?,Germany
Zwinger,adjacent building,Dresden Castle,What is the adjacent building of Zwinger?,Dresden Castle
Zwinger,architectural style,baroque architecture,What is the architectural style of Zwinger?,baroque architecture
Kaufhaus des Westens,owned by,Rinascente,What was Kaufhaus des Westens owned by?,Rinascente
Zwinger,country,Germany,What is the country of Zwinger?,Germany
Zwinger,has part(s),Semper Gallery,What does Zwinger have part(s )?,Semper Gallery
